Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
7005	2020-06-14	А	4	51	64	23	76	21	6	35	46	33	34	61	45	80	27	60	47	25	72	78	11	4	24	0	132	22	0	105	13	0	219	45	3	1	74	9	0	0	111	21	0	0	0	142	63	6	0	0	0	320	251	90	12	2	0	0
7004	2020-06-13	Б	2	11	63	21	26	80	38	67	51	41	8	68	10	66	6	17	34	7	46	72	12	11	60	2	121	41	2	123	19	1	586	106	11	0	93	29	1	0	171	25	2	0	0	105	62	21	0	1	0	236	405	59	10	2	0	0
7003	2020-06-12	А	1	14	23	39	50	68	5	75	69	22	27	77	4	25	57	79	80	6	18	16	62	14	54	16	131	31	7	125	16	0	447	88	9	0	122	16	2	0	151	41	4	1	0	96	84	14	2	0	0	280	356	82	9	1	0	0
7002	2020-06-11	Б	1	48	75	20	1	3	43	32	53	4	11	18	55	7	29	36	73	23	13	54	46	5	30	14	117	42	4	140	16	5	380	97	11	2	193	24	0	0	128	37	6	0	0	96	83	22	0	0	0	312	369	75	17	0	0	0
7001	2020-06-10	А	2	48	12	10	14	78	15	77	59	30	76	52	13	1	62	74	38	36	27	60	11	5	40	7	97	11	5	96	10	1	371	56	3	1	156	13	2	0	114	21	2	0	0	149	76	4	2	0	0	322	356	72	18	9	2	0
7000	2020-06-09	А	1	77	70	23	42	15	34	25	61	36	60	74	46	55	51	7	44	66	52	80	58	5	74	17	124	29	1	95	12	1	258	41	6	0	76	15	10	0	119	17	6	0	0	216	62	7	0	0	0	422	249	36	15	0	0	0
6999	2020-06-08	А	2	66	45	26	1	60	46	10	53	58	5	38	7	42	8	73	18	54	29	36	23	7	35	5	104	8	3	109	19	2	369	88	20	0	238	28	1	0	142	17	2	0	0	118	53	7	0	0	0	208	336	81	7	1	0	0
6998	2020-06-07	А	4	57	46	75	34	40	63	71	73	78	74	50	2	43	42	66	3	47	39	35	7	3	233	3	109	25	3	109	21	0	309	95	8	0	141	12	1	0	143	24	1	1	0	132	25	11	1	0	0	302	251	93	7	0	0	0
6997	2020-06-06	А	2	42	57	74	34	52	60	2	75	68	58	62	72	11	20	73	33	63	39	54	37	8	46	2	119	19	3	131	16	2	354	71	11	0	116	14	0	0	140	15	5	0	0	175	68	15	0	0	0	365	335	78	10	0	0	0
6996	2020-06-05	Б	2	71	76	36	20	48	22	53	19	28	27	79	2	55	72	51	8	45	26	58	56	7	37	22	132	12	11	124	17	1	438	89	8	0	125	13	0	0	134	28	5	0	0	107	76	9	0	0	0	308	313	83	3	1	0	0
6995	2020-06-04	Б	3	23	13	3	71	78	35	77	38	27	74	26	58	10	15	31	21	50	25	45	14	8	68	10	163	42	4	186	33	3	428	125	13	0	134	32	1	0	188	55	9	1	0	127	40	19	1	0	0	242	369	122	15	1	0	0
6994	2020-06-03	Б	2	75	77	24	76	22	14	1	18	68	35	67	80	7	32	39	73	44	48	70	20	15	31	2	113	15	0	104	17	1	323	77	5	1	131	13	2	0	138	43	9	0	0	117	73	3	2	0	0	283	347	96	4	0	0	0
6993	2020-06-02	Б	2	25	9	51	40	32	16	30	43	17	11	75	27	71	39	59	72	48	54	61	12	5	56	5	131	23	2	95	16	2	277	61	4	0	84	11	1	0	84	23	2	0	0	102	36	7	0	0	0	255	261	45	1	0	0	0
6992	2020-06-01	А	4	50	20	44	10	59	27	73	31	28	25	55	74	69	39	33	5	37	19	4	42	16	36	15	96	12	1	103	13	0	335	54	4	0	128	20	1	0	123	45	3	2	0	113	41	20	1	0	0	228	229	49	14	10	0	0
6991	2020-05-31	Б	1	30	79	55	25	46	2	33	17	20	23	5	52	28	14	18	47	69	31	12	36	2	35	1	98	20	2	135	17	0	318	99	17	0	137	16	3	0	137	46	3	0	0	91	66	19	1	0	0	173	298	59	15	0	0	0
6990	2020-05-30	А	4	61	4	78	12	8	72	33	32	60	13	38	79	31	68	54	24	44	10	71	1	22	44	3	117	22	1	160	20	0	416	63	10	1	133	18	1	0	113	28	5	0	0	178	51	21	0	0	0	250	291	97	10	3	0	0
6989	2020-05-29	Б	2	42	58	8	75	10	17	25	63	26	72	9	53	1	31	66	20	34	30	54	14	18	70	9	148	41	13	262	36	3	411	119	17	1	143	59	6	0	153	63	14	0	0	97	96	18	3	0	0	191	374	60	44	0	0	0
6988	2020-05-28	Б	2	58	42	18	47	9	62	2	19	69	14	30	78	80	64	16	72	27	60	49	15	10	32	2	109	10	0	102	10	0	341	53	14	0	93	10	1	0	100	27	3	0	0	133	57	18	0	0	0	283	286	54	11	0	0	0
6987	2020-05-27	Б	1	1	41	9	17	30	54	76	60	12	55	13	45	73	6	75	22	7	58	27	71	6	39	1	151	22	0	118	14	0	497	47	15	0	192	31	2	0	120	32	5	0	0	122	58	12	2	0	0	279	239	64	19	0	0	0
6986	2020-05-26	Б	3	51	4	57	27	60	42	11	40	20	67	18	1	50	53	6	73	31	2	58	72	8	42	2	119	18	1	114	20	0	330	78	10	0	226	20	1	0	154	24	4	0	0	150	62	8	0	0	0	283	237	95	15	0	0	0
6985	2020-05-25	А	1	48	39	33	62	59	24	42	75	68	77	58	16	28	37	73	70	13	78	49	41	3	45	5	112	16	0	100	13	2	326	44	4	1	78	20	2	0	117	73	6	0	0	141	43	6	0	0	0	255	208	74	4	0	0	0
6984	2020-05-24	Б	3	54	12	63	70	60	7	65	32	29	11	53	22	69	3	15	16	14	21	75	30	5	24	1	115	19	1	87	19	0	335	69	12	0	133	117	0	0	101	8	7	0	0	89	44	7	0	0	0	202	257	66	10	5	0	0
6983	2020-05-23	А	4	53	52	65	68	7	23	18	31	9	14	21	46	72	39	36	50	33	16	64	15	14	53	2	119	17	1	130	16	1	381	67	6	0	188	24	2	0	151	36	3	0	0	95	71	10	1	1	0	243	317	72	9	1	0	0
6982	2020-05-22	А	3	51	29	72	13	31	74	55	48	28	2	11	46	38	65	22	27	71	16	5	69	4	34	5	118	31	17	110	19	2	499	168	15	0	96	29	0	0	132	24	6	1	0	113	56	8	2	0	0	250	320	42	20	0	0	0
6981	2020-05-21	Б	2	52	24	70	22	35	42	68	76	80	67	55	40	23	38	69	11	31	63	28	56	12	55	10	145	29	2	147	23	2	375	126	16	0	147	20	2	0	178	39	11	5	0	105	85	23	1	1	0	526	304	99	11	1	0	0
6980	2020-05-20	Б	4	54	35	39	32	27	57	73	46	25	4	1	62	33	51	61	47	79	6	59	80	3	33	2	78	20	2	102	11	0	308	64	2	0	122	11	0	0	81	16	2	0	0	119	59	8	1	0	0	278	236	43	3	0	0	0
6979	2020-05-19	А	4	55	41	4	24	59	70	72	29	33	15	37	79	65	10	30	28	25	51	71	22	12	65	17	108	34	1	155	28	0	398	122	4	0	121	23	0	1	133	29	2	1	0	99	39	15	0	0	0	192	326	36	4	0	0	0
6978	2020-05-18	Б	1	54	78	66	58	22	49	53	69	6	1	75	27	71	64	61	44	21	80	39	57	5	45	2	88	33	0	107	22	0	436	67	4	0	127	25	1	0	151	18	1	0	0	166	34	3	2	0	0	255	262	43	7	0	0	0
6977	2020-05-17	Б	3	20	25	72	63	10	1	49	11	3	74	57	23	55	29	7	12	53	56	31	62	3	54	15	110	13	2	117	15	1	351	81	6	1	159	20	1	0	108	17	3	0	0	99	38	15	3	0	0	222	351	39	7	2	0	0
6976	2020-05-16	А	1	62	73	20	31	11	29	26	48	5	3	75	72	49	61	2	59	79	43	24	7	7	80	2	98	49	5	128	26	0	497	295	8	0	138	40	2	0	127	23	10	0	0	101	90	7	2	0	0	274	369	66	4	11	0	0
6975	2020-05-15	А	1	27	80	30	66	73	65	11	22	14	74	57	64	29	18	59	45	75	19	50	60	10	28	3	82	11	1	104	16	0	267	62	7	0	87	12	1	1	123	19	5	0	0	119	47	20	0	0	0	333	198	57	3	1	0	0
6974	2020-05-14	А	1	17	19	32	78	36	27	29	45	18	58	64	23	53	59	79	52	16	66	73	80	2	44	3	102	19	1	118	7	0	318	58	6	0	121	15	1	0	144	41	5	0	0	84	35	4	0	0	0	272	236	45	20	0	0	0
6973	2020-05-13	Б	1	46	19	4	56	15	35	67	40	8	66	59	17	7	68	65	50	25	48	16	62	7	55	7	166	19	0	323	153	17	483	154	9	0	160	25	1	0	175	61	5	0	0	116	61	10	0	0	0	289	269	58	10	0	0	0
6972	2020-05-12	Б	3	41	72	2	52	71	35	53	59	48	20	63	46	42	74	15	16	75	73	3	49	11	41	2	92	30	1	93	20	0	321	62	3	1	69	10	1	0	104	15	11	0	0	95	72	9	0	0	0	270	223	47	13	0	0	0
6971	2020-05-11	А	4	46	11	17	73	2	29	58	37	50	6	18	56	5	40	69	34	63	8	3	75	9	68	2	76	28	3	186	41	1	301	69	15	0	143	36	0	0	186	41	12	0	0	64	81	12	2	0	0	185	277	65	13	0	0	0
6970	2020-05-10	Б	3	48	20	64	37	29	9	21	50	41	31	69	43	15	57	79	51	30	67	60	39	8	27	7	56	9	0	71	3	0	176	44	1	0	60	3	0	0	98	3	4	0	0	74	42	2	0	0	0	246	142	50	3	1	0	0
6969	2020-05-09	А	4	26	77	69	18	27	34	45	15	10	23	30	63	7	28	64	12	9	68	53	76	18	64	4	107	46	2	170	20	3	397	85	17	0	120	20	3	0	97	64	1	0	0	94	114	8	3	0	0	130	428	89	13	1	0	0
6968	2020-05-08	А	1	77	14	80	36	20	40	64	54	41	39	12	56	43	55	59	60	35	32	79	49	3	40	2	125	38	1	90	24	2	209	34	5	0	98	5	0	0	69	38	1	0	0	134	36	4	1	0	0	300	161	45	5	0	0	0
6967	2020-05-07	А	3	47	43	71	13	24	79	44	5	74	38	66	37	20	27	65	55	36	78	4	45	15	33	0	55	53	0	84	6	1	318	42	2	0	76	22	1	0	98	38	0	0	0	98	41	13	0	0	0	251	291	51	16	0	0	0
6966	2020-05-06	Б	3	56	60	79	52	80	66	14	33	46	11	54	49	10	72	43	27	45	29	28	24	3	47	0	72	8	1	122	22	3	236	46	1	0	57	8	0	0	89	12	0	0	0	114	24	4	3	0	0	233	244	59	8	1	0	0
6965	2020-05-05	А	2	64	42	17	67	24	54	63	76	13	21	46	65	12	6	26	36	9	45	75	52	14	38	0	107	9	1	120	8	1	242	45	5	0	83	8	2	0	73	17	2	0	0	117	44	3	2	0	0	219	224	54	9	0	0	0
6964	2020-05-04	Б	2	58	33	13	19	27	34	59	18	39	3	65	29	5	41	56	78	9	6	64	26	8	58	9	95	25	2	171	30	2	316	111	21	1	147	44	3	0	122	67	4	0	0	79	52	20	2	0	0	128	374	97	20	1	0	0
6963	2020-05-03	Б	4	60	17	50	28	30	21	19	34	52	78	76	79	59	13	69	48	77	16	24	55	14	18	10	48	13	0	78	9	0	267	63	3	0	75	23	11	0	77	11	2	0	0	89	24	14	1	0	0	245	258	69	14	0	0	0
6962	2020-05-02	Б	3	62	15	2	27	51	69	63	80	48	21	31	54	65	60	57	12	58	10	49	24	15	27	1	48	7	0	82	11	0	324	54	7	1	73	13	0	0	69	18	0	0	0	147	40	8	0	0	0	188	337	46	17	1	0	0
6961	2020-05-01	Б	4	16	48	54	77	36	56	47	3	61	63	78	39	52	8	20	27	24	76	65	70	3	30	1	54	9	0	64	15	0	182	26	5	0	54	11	0	0	102	16	1	0	0	105	20	4	1	0	0	275	207	67	6	0	0	0
6960	2020-04-30	А	2	36	61	12	54	16	42	3	71	68	21	25	29	1	22	37	24	59	63	67	55	16	62	7	59	22	0	147	19	0	420	93	6	0	142	25	3	0	161	40	3	0	0	54	51	14	1	0	0	170	329	103	9	1	0	0
6959	2020-04-29	А	1	17	27	78	31	74	60	39	72	30	38	77	35	59	58	52	34	28	10	20	43	9	40	4	76	35	2	111	21	0	284	63	3	0	84	6	1	0	97	24	2	0	0	112	41	4	0	1	0	273	231	49	3	0	0	0
6958	2020-04-28	Б	1	31	68	7	10	50	25	33	15	23	70	36	40	59	79	20	2	28	17	62	78	5	48	0	77	4	0	101	26	0	262	58	5	0	132	13	1	0	115	15	5	0	0	68	42	7	1	0	0	172	233	56	4	1	0	0
6957	2020-04-27	Б	2	13	57	44	15	4	73	54	21	48	25	60	30	16	47	70	56	68	2	8	9	16	32	0	106	11	0	106	18	0	367	94	4	1	87	5	10	20	101	22	1	0	0	57	22	6	0	0	0	179	254	41	7	0	0	0
6956	2020-04-26	А	2	11	14	78	43	1	61	21	15	22	7	51	74	80	12	55	77	33	26	48	66	56	42	7	80	20	0	95	12	0	266	33	7	0	64	10	1	0	93	21	1	0	0	74	42	12	0	0	0	239	172	59	11	0	0	0
6955	2020-04-25	Б	4	16	76	38	22	77	61	71	15	25	75	12	8	43	29	14	4	67	80	59	40	14	58	5	96	34	1	239	58	0	304	61	3	0	113	8	0	0	85	20	3	0	0	69	33	2	1	0	0	233	231	44	3	0	0	0
6954	2020-04-24	Б	1	13	79	41	19	17	67	42	35	12	55	66	70	68	26	14	31	78	11	25	28	8	28	3	102	21	1	139	22	0	308	76	7	1	112	11	0	0	88	18	1	0	0	98	47	2	0	0	0	194	250	43	20	2	0	0
6953	2020-04-23	Б	4	14	46	2	3	74	59	39	7	53	35	75	8	9	10	17	56	47	50	45	41	7	39	9	105	17	1	97	21	3	287	76	9	1	71	12	2	1	82	25	5	2	0	87	27	8	0	0	0	217	243	81	6	0	0	0
6952	2020-04-22	Б	3	23	31	40	32	38	29	66	6	18	54	76	50	65	72	55	5	10	22	46	42	7	34	6	88	12	0	100	11	0	336	71	3	0	67	17	0	0	62	16	1	0	0	110	35	4	0	0	0	186	229	54	5	1	0	0
6951	2020-04-21	А	1	74	16	34	28	80	66	9	39	56	49	20	23	72	67	38	68	19	40	35	47	0	100	1	123	15	2	107	10	0	264	41	0	0	62	15	1	0	77	18	1	0	0	74	38	2	0	0	0	335	219	21	2	0	0	0
6950	2020-04-20	Б	3	54	2	4	64	26	10	49	43	36	55	16	78	22	46	63	45	47	29	30	56	8	21	0	107	11	0	69	12	1	366	96	5	0	91	20	1	0	85	32	2	0	0	68	48	3	1	0	0	185	208	58	6	1	0	0
6949	2020-04-19	А	1	69	24	36	59	78	46	31	66	23	20	28	17	49	67	34	32	70	53	37	3	4	37	1	59	10	0	54	10	0	251	54	10	0	45	5	2	0	55	29	1	0	0	60	29	4	0	0	0	222	214	38	6	0	0	0
6948	2020-04-18	Б	1	68	12	70	56	3	21	1	39	24	50	44	59	67	14	62	34	53	23	10	75	10	41	18	81	19	2	148	25	2	359	75	31	1	104	17	0	0	84	22	10	0	0	54	60	8	0	0	0	201	255	72	0	0	0	0
6947	2020-04-17	Б	2	8	40	51	33	13	78	75	29	50	12	14	49	55	77	73	1	46	70	60	59	14	17	2	66	13	1	90	12	0	226	61	4	0	52	6	0	0	75	7	1	1	0	75	28	3	0	0	0	255	163	40	5	0	0	0
