Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6996	2020-06-05	Б	2	71	76	36	20	48	22	53	19	28	27	79	2	55	72	51	8	45	26	58	56	7	37	22	132	12	11	124	17	1	438	89	8	0	125	13	0	0	134	28	5	0	0	107	76	9	0	0	0	308	313	83	3	1	0	0
6995	2020-06-04	Б	3	23	13	3	71	78	35	77	38	27	74	26	58	10	15	31	21	50	25	45	14	8	68	10	163	42	4	186	33	3	428	125	13	0	134	32	1	0	188	55	9	1	0	127	40	19	1	0	0	242	369	122	15	1	0	0
6994	2020-06-03	Б	2	75	77	24	76	22	14	1	18	68	35	67	80	7	32	39	73	44	48	70	20	15	31	2	113	15	0	104	17	1	323	77	5	1	131	13	2	0	138	43	9	0	0	117	73	3	2	0	0	283	347	96	4	0	0	0
6993	2020-06-02	Б	2	25	9	51	40	32	16	30	43	17	11	75	27	71	39	59	72	48	54	61	12	5	56	5	131	23	2	95	16	2	277	61	4	0	84	11	1	0	84	23	2	0	0	102	36	7	0	0	0	255	261	45	1	0	0	0
6992	2020-06-01	А	4	50	20	44	10	59	27	73	31	28	25	55	74	69	39	33	5	37	19	4	42	16	36	15	96	12	1	103	13	0	335	54	4	0	128	20	1	0	123	45	3	2	0	113	41	20	1	0	0	228	229	49	14	10	0	0
6991	2020-05-31	Б	1	30	79	55	25	46	2	33	17	20	23	5	52	28	14	18	47	69	31	12	36	2	35	1	98	20	2	135	17	0	318	99	17	0	137	16	3	0	137	46	3	0	0	91	66	19	1	0	0	173	298	59	15	0	0	0
6990	2020-05-30	А	4	61	4	78	12	8	72	33	32	60	13	38	79	31	68	54	24	44	10	71	1	22	44	3	117	22	1	160	20	0	416	63	10	1	133	18	1	0	113	28	5	0	0	178	51	21	0	0	0	250	291	97	10	3	0	0
6989	2020-05-29	Б	2	42	58	8	75	10	17	25	63	26	72	9	53	1	31	66	20	34	30	54	14	18	70	9	148	41	13	262	36	3	411	119	17	1	143	59	6	0	153	63	14	0	0	97	96	18	3	0	0	191	374	60	44	0	0	0
6988	2020-05-28	Б	2	58	42	18	47	9	62	2	19	69	14	30	78	80	64	16	72	27	60	49	15	10	32	2	109	10	0	102	10	0	341	53	14	0	93	10	1	0	100	27	3	0	0	133	57	18	0	0	0	283	286	54	11	0	0	0
6987	2020-05-27	Б	1	1	41	9	17	30	54	76	60	12	55	13	45	73	6	75	22	7	58	27	71	6	39	1	151	22	0	118	14	0	497	47	15	0	192	31	2	0	120	32	5	0	0	122	58	12	2	0	0	279	239	64	19	0	0	0
6986	2020-05-26	Б	3	51	4	57	27	60	42	11	40	20	67	18	1	50	53	6	73	31	2	58	72	8	42	2	119	18	1	114	20	0	330	78	10	0	226	20	1	0	154	24	4	0	0	150	62	8	0	0	0	283	237	95	15	0	0	0
6985	2020-05-25	А	1	48	39	33	62	59	24	42	75	68	77	58	16	28	37	73	70	13	78	49	41	3	45	5	112	16	0	100	13	2	326	44	4	1	78	20	2	0	117	73	6	0	0	141	43	6	0	0	0	255	208	74	4	0	0	0
6984	2020-05-24	Б	3	54	12	63	70	60	7	65	32	29	11	53	22	69	3	15	16	14	21	75	30	5	24	1	115	19	1	87	19	0	335	69	12	0	133	117	0	0	101	8	7	0	0	89	44	7	0	0	0	202	257	66	10	5	0	0
6983	2020-05-23	А	4	53	52	65	68	7	23	18	31	9	14	21	46	72	39	36	50	33	16	64	15	14	53	2	119	17	1	130	16	1	381	67	6	0	188	24	2	0	151	36	3	0	0	95	71	10	1	1	0	243	317	72	9	1	0	0
6982	2020-05-22	А	3	51	29	72	13	31	74	55	48	28	2	11	46	38	65	22	27	71	16	5	69	4	34	5	118	31	17	110	19	2	499	168	15	0	96	29	0	0	132	24	6	1	0	113	56	8	2	0	0	250	320	42	20	0	0	0
6981	2020-05-21	Б	2	52	24	70	22	35	42	68	76	80	67	55	40	23	38	69	11	31	63	28	56	12	55	10	145	29	2	147	23	2	375	126	16	0	147	20	2	0	178	39	11	5	0	105	85	23	1	1	0	526	304	99	11	1	0	0
6980	2020-05-20	Б	4	54	35	39	32	27	57	73	46	25	4	1	62	33	51	61	47	79	6	59	80	3	33	2	78	20	2	102	11	0	308	64	2	0	122	11	0	0	81	16	2	0	0	119	59	8	1	0	0	278	236	43	3	0	0	0
6979	2020-05-19	А	4	55	41	4	24	59	70	72	29	33	15	37	79	65	10	30	28	25	51	71	22	12	65	17	108	34	1	155	28	0	398	122	4	0	121	23	0	1	133	29	2	1	0	99	39	15	0	0	0	192	326	36	4	0	0	0
6978	2020-05-18	Б	1	54	78	66	58	22	49	53	69	6	1	75	27	71	64	61	44	21	80	39	57	5	45	2	88	33	0	107	22	0	436	67	4	0	127	25	1	0	151	18	1	0	0	166	34	3	2	0	0	255	262	43	7	0	0	0
6977	2020-05-17	Б	3	20	25	72	63	10	1	49	11	3	74	57	23	55	29	7	12	53	56	31	62	3	54	15	110	13	2	117	15	1	351	81	6	1	159	20	1	0	108	17	3	0	0	99	38	15	3	0	0	222	351	39	7	2	0	0
6976	2020-05-16	А	1	62	73	20	31	11	29	26	48	5	3	75	72	49	61	2	59	79	43	24	7	7	80	2	98	49	5	128	26	0	497	295	8	0	138	40	2	0	127	23	10	0	0	101	90	7	2	0	0	274	369	66	4	11	0	0
6975	2020-05-15	А	1	27	80	30	66	73	65	11	22	14	74	57	64	29	18	59	45	75	19	50	60	10	28	3	82	11	1	104	16	0	267	62	7	0	87	12	1	1	123	19	5	0	0	119	47	20	0	0	0	333	198	57	3	1	0	0
6974	2020-05-14	А	1	17	19	32	78	36	27	29	45	18	58	64	23	53	59	79	52	16	66	73	80	2	44	3	102	19	1	118	7	0	318	58	6	0	121	15	1	0	144	41	5	0	0	84	35	4	0	0	0	272	236	45	20	0	0	0
6973	2020-05-13	Б	1	46	19	4	56	15	35	67	40	8	66	59	17	7	68	65	50	25	48	16	62	7	55	7	166	19	0	323	153	17	483	154	9	0	160	25	1	0	175	61	5	0	0	116	61	10	0	0	0	289	269	58	10	0	0	0
6972	2020-05-12	Б	3	41	72	2	52	71	35	53	59	48	20	63	46	42	74	15	16	75	73	3	49	11	41	2	92	30	1	93	20	0	321	62	3	1	69	10	1	0	104	15	11	0	0	95	72	9	0	0	0	270	223	47	13	0	0	0
6971	2020-05-11	А	4	46	11	17	73	2	29	58	37	50	6	18	56	5	40	69	34	63	8	3	75	9	68	2	76	28	3	186	41	1	301	69	15	0	143	36	0	0	186	41	12	0	0	64	81	12	2	0	0	185	277	65	13	0	0	0
6970	2020-05-10	Б	3	48	20	64	37	29	9	21	50	41	31	69	43	15	57	79	51	30	67	60	39	8	27	7	56	9	0	71	3	0	176	44	1	0	60	3	0	0	98	3	4	0	0	74	42	2	0	0	0	246	142	50	3	1	0	0
6969	2020-05-09	А	4	26	77	69	18	27	34	45	15	10	23	30	63	7	28	64	12	9	68	53	76	18	64	4	107	46	2	170	20	3	397	85	17	0	120	20	3	0	97	64	1	0	0	94	114	8	3	0	0	130	428	89	13	1	0	0
6968	2020-05-08	А	1	77	14	80	36	20	40	64	54	41	39	12	56	43	55	59	60	35	32	79	49	3	40	2	125	38	1	90	24	2	209	34	5	0	98	5	0	0	69	38	1	0	0	134	36	4	1	0	0	300	161	45	5	0	0	0
6967	2020-05-07	А	3	47	43	71	13	24	79	44	5	74	38	66	37	20	27	65	55	36	78	4	45	15	33	0	55	53	0	84	6	1	318	42	2	0	76	22	1	0	98	38	0	0	0	98	41	13	0	0	0	251	291	51	16	0	0	0
6966	2020-05-06	Б	3	56	60	79	52	80	66	14	33	46	11	54	49	10	72	43	27	45	29	28	24	3	47	0	72	8	1	122	22	3	236	46	1	0	57	8	0	0	89	12	0	0	0	114	24	4	3	0	0	233	244	59	8	1	0	0
6965	2020-05-05	А	2	64	42	17	67	24	54	63	76	13	21	46	65	12	6	26	36	9	45	75	52	14	38	0	107	9	1	120	8	1	242	45	5	0	83	8	2	0	73	17	2	0	0	117	44	3	2	0	0	219	224	54	9	0	0	0
6964	2020-05-04	Б	2	58	33	13	19	27	34	59	18	39	3	65	29	5	41	56	78	9	6	64	26	8	58	9	95	25	2	171	30	2	316	111	21	1	147	44	3	0	122	67	4	0	0	79	52	20	2	0	0	128	374	97	20	1	0	0
6963	2020-05-03	Б	4	60	17	50	28	30	21	19	34	52	78	76	79	59	13	69	48	77	16	24	55	14	18	10	48	13	0	78	9	0	267	63	3	0	75	23	11	0	77	11	2	0	0	89	24	14	1	0	0	245	258	69	14	0	0	0
6962	2020-05-02	Б	3	62	15	2	27	51	69	63	80	48	21	31	54	65	60	57	12	58	10	49	24	15	27	1	48	7	0	82	11	0	324	54	7	1	73	13	0	0	69	18	0	0	0	147	40	8	0	0	0	188	337	46	17	1	0	0
6961	2020-05-01	Б	4	16	48	54	77	36	56	47	3	61	63	78	39	52	8	20	27	24	76	65	70	3	30	1	54	9	0	64	15	0	182	26	5	0	54	11	0	0	102	16	1	0	0	105	20	4	1	0	0	275	207	67	6	0	0	0
6960	2020-04-30	А	2	36	61	12	54	16	42	3	71	68	21	25	29	1	22	37	24	59	63	67	55	16	62	7	59	22	0	147	19	0	420	93	6	0	142	25	3	0	161	40	3	0	0	54	51	14	1	0	0	170	329	103	9	1	0	0
6959	2020-04-29	А	1	17	27	78	31	74	60	39	72	30	38	77	35	59	58	52	34	28	10	20	43	9	40	4	76	35	2	111	21	0	284	63	3	0	84	6	1	0	97	24	2	0	0	112	41	4	0	1	0	273	231	49	3	0	0	0
6958	2020-04-28	Б	1	31	68	7	10	50	25	33	15	23	70	36	40	59	79	20	2	28	17	62	78	5	48	0	77	4	0	101	26	0	262	58	5	0	132	13	1	0	115	15	5	0	0	68	42	7	1	0	0	172	233	56	4	1	0	0
6957	2020-04-27	Б	2	13	57	44	15	4	73	54	21	48	25	60	30	16	47	70	56	68	2	8	9	16	32	0	106	11	0	106	18	0	367	94	4	1	87	5	10	20	101	22	1	0	0	57	22	6	0	0	0	179	254	41	7	0	0	0
6956	2020-04-26	А	2	11	14	78	43	1	61	21	15	22	7	51	74	80	12	55	77	33	26	48	66	56	42	7	80	20	0	95	12	0	266	33	7	0	64	10	1	0	93	21	1	0	0	74	42	12	0	0	0	239	172	59	11	0	0	0
6955	2020-04-25	Б	4	16	76	38	22	77	61	71	15	25	75	12	8	43	29	14	4	67	80	59	40	14	58	5	96	34	1	239	58	0	304	61	3	0	113	8	0	0	85	20	3	0	0	69	33	2	1	0	0	233	231	44	3	0	0	0
6954	2020-04-24	Б	1	13	79	41	19	17	67	42	35	12	55	66	70	68	26	14	31	78	11	25	28	8	28	3	102	21	1	139	22	0	308	76	7	1	112	11	0	0	88	18	1	0	0	98	47	2	0	0	0	194	250	43	20	2	0	0
6953	2020-04-23	Б	4	14	46	2	3	74	59	39	7	53	35	75	8	9	10	17	56	47	50	45	41	7	39	9	105	17	1	97	21	3	287	76	9	1	71	12	2	1	82	25	5	2	0	87	27	8	0	0	0	217	243	81	6	0	0	0
6952	2020-04-22	Б	3	23	31	40	32	38	29	66	6	18	54	76	50	65	72	55	5	10	22	46	42	7	34	6	88	12	0	100	11	0	336	71	3	0	67	17	0	0	62	16	1	0	0	110	35	4	0	0	0	186	229	54	5	1	0	0
6951	2020-04-21	А	1	74	16	34	28	80	66	9	39	56	49	20	23	72	67	38	68	19	40	35	47	0	100	1	123	15	2	107	10	0	264	41	0	0	62	15	1	0	77	18	1	0	0	74	38	2	0	0	0	335	219	21	2	0	0	0
6950	2020-04-20	Б	3	54	2	4	64	26	10	49	43	36	55	16	78	22	46	63	45	47	29	30	56	8	21	0	107	11	0	69	12	1	366	96	5	0	91	20	1	0	85	32	2	0	0	68	48	3	1	0	0	185	208	58	6	1	0	0
6949	2020-04-19	А	1	69	24	36	59	78	46	31	66	23	20	28	17	49	67	34	32	70	53	37	3	4	37	1	59	10	0	54	10	0	251	54	10	0	45	5	2	0	55	29	1	0	0	60	29	4	0	0	0	222	214	38	6	0	0	0
6948	2020-04-18	Б	1	68	12	70	56	3	21	1	39	24	50	44	59	67	14	62	34	53	23	10	75	10	41	18	81	19	2	148	25	2	359	75	31	1	104	17	0	0	84	22	10	0	0	54	60	8	0	0	0	201	255	72	0	0	0	0
6947	2020-04-17	Б	2	8	40	51	33	13	78	75	29	50	12	14	49	55	77	73	1	46	70	60	59	14	17	2	66	13	1	90	12	0	226	61	4	0	52	6	0	0	75	7	1	1	0	75	28	3	0	0	0	255	163	40	5	0	0	0
6946	2020-04-16	А	3	30	48	38	53	13	5	36	32	49	56	29	8	59	11	7	16	39	78	9	74	16	30	3	93	13	0	80	18	0	330	78	12	0	92	24	0	0	100	18	2	1	0	85	19	9	1	0	0	218	284	64	1	0	0	0
6945	2020-04-15	Б	1	52	60	44	51	41	22	69	11	29	56	50	24	78	16	26	55	4	6	80	77	2	60	4	64	14	0	80	11	0	289	45	4	0	55	7	1	0	76	12	11	0	0	65	19	4	0	0	0	210	237	43	7	0	0	0
6944	2020-04-14	Б	1	30	63	35	21	13	24	72	34	73	5	33	7	23	8	54	75	52	69	58	66	7	31	0	107	14	3	109	11	0	320	48	5	0	55	12	5	0	178	12	4	2	0	104	35	18	0	0	0	214	236	50	8	0	0	0
6943	2020-04-13	А	1	42	20	39	23	60	70	48	49	7	75	19	46	78	63	24	44	16	56	8	66	3	36	8	62	8	0	79	12	1	231	60	1	0	57	12	1	0	65	7	4	0	0	81	26	4	0	0	0	195	149	47	5	0	1	0
6942	2020-04-12	А	4	13	49	31	70	4	27	77	26	69	65	16	55	33	28	45	30	48	74	29	71	6	48	6	63	8	0	107	33	2	270	51	3	0	71	13	1	0	86	28	4	0	0	49	34	6	0	0	0	179	211	49	22	0	0	0
6941	2020-04-11	А	2	72	57	21	56	20	46	47	53	51	23	24	2	15	42	14	65	55	58	13	36	72	43	3	69	29	0	127	28	1	367	113	6	1	102	14	1	0	88	41	4	0	0	103	70	7	1	0	0	190	266	71	6	0	0	0
6940	2020-04-10	А	2	32	12	76	11	5	35	54	28	14	41	29	47	80	23	56	4	40	77	62	19	6	52	1	108	34	0	180	25	1	436	98	10	0	101	80	3	0	118	39	3	0	0	53	56	10	1	0	0	139	279	72	9	0	0	0
6939	2020-04-09	Б	1	61	26	21	58	10	63	6	45	40	8	7	25	22	71	27	39	73	12	14	9	55	33	5	87	12	3	149	18	1	367	115	5	1	112	36	0	0	128	23	4	0	0	86	47	12	3	0	0	140	301	68	11	4	0	0
6938	2020-04-08	Б	1	1	3	20	44	10	78	75	39	63	5	17	79	15	69	65	55	31	47	71	77	6	23	2	102	15	1	99	12	0	248	89	5	0	82	10	0	0	115	17	1	0	0	84	37	5	2	0	0	203	252	45	10	1	0	0
6937	2020-04-07	А	2	3	21	74	52	29	66	78	46	31	38	70	42	16	44	12	62	18	61	45	20	16	27	1	101	22	0	90	15	0	323	50	12	0	83	9	0	0	84	21	1	0	0	55	40	4	0	0	0	229	185	75	1	0	0	0
6936	2020-04-06	Б	4	21	60	50	59	1	23	75	69	63	8	17	5	35	45	11	73	2	62	34	25	8	39	0	88	8	0	99	11	1	303	65	2	0	70	8	3	0	77	17	2	0	0	38	33	8	0	0	0	158	286	55	4	1	0	0
6935	2020-04-05	Б	3	56	78	48	24	54	59	1	21	31	30	39	47	67	74	62	51	36	34	46	38	5	20	4	56	23	0	38	9	0	178	39	4	0	50	11	0	0	46	19	1	0	0	80	28	1	0	0	0	261	147	32	7	1	0	0
6934	2020-04-04	Б	2	47	74	61	69	12	26	41	64	30	71	43	63	57	38	65	5	20	40	14	70	4	22	4	85	10	2	58	10	0	219	52	5	0	62	15	1	0	63	20	13	0	0	118	37	3	0	0	0	237	188	42	4	0	0	0
6933	2020-04-03	Б	3	60	53	17	62	79	67	59	69	6	7	38	20	64	80	13	14	41	16	49	31	11	33	106	80	22	11	94	17	0	320	54	12	2	60	10	0	0	73	10	0	0	0	57	39	2	1	0	0	181	246	57	7	0	0	0
6932	2020-04-02	А	3	25	62	16	41	7	49	17	58	75	4	47	1	6	45	18	22	44	37	24	23	11	30	7	86	33	0	78	4	0	346	76	2	0	98	13	0	0	90	29	3	0	0	55	29	9	0	0	0	177	238	67	3	0	0	0
6931	2020-04-01	Б	1	59	39	43	55	36	63	12	9	57	48	56	17	74	69	41	22	51	45	6	42	4	30	2	54	9	0	89	7	0	226	50	4	0	45	3	0	0	57	13	1	0	0	90	23	7	0	0	0	203	256	44	2	5	0	0
6930	2020-03-31	А	4	24	54	28	71	48	22	33	7	68	6	29	63	34	66	30	43	31	57	75	5	11	48	5	72	23	2	103	12	2	299	53	5	0	51	11	1	0	84	21	2	2	0	68	34	3	0	0	0	160	195	54	5	0	0	0
6929	2020-03-30	Б	4	44	49	60	12	61	39	56	70	25	9	45	36	52	3	1	17	73	11	77	7	1	22	2	73	9	2	100	15	0	220	59	9	0	85	11	1	0	97	12	2	1	0	89	36	5	0	0	0	181	232	46	5	0	0	0
6928	2020-03-29	Б	2	2	63	52	35	49	18	22	45	14	50	12	43	75	47	68	60	32	48	37	27	4	44	14	87	16	1	108	21	2	235	90	11	0	65	8	1	0	63	7	2	0	0	83	49	2	0	0	0	146	206	54	7	0	0	0
6927	2020-03-28	А	3	9	17	32	28	37	10	52	50	78	44	19	36	34	39	5	30	71	25	77	80	3	14	0	52	15	1	101	19	1	230	51	6	0	72	8	1	0	63	20	14	0	0	85	50	4	2	0	0	190	205	46	9	0	0	0
6926	2020-03-27	Б	4	7	4	59	58	78	46	57	16	34	56	28	77	79	36	9	10	13	80	44	50	5	39	0	49	12	1	110	9	0	286	64	3	0	95	12	0	0	64	11	2	0	0	52	33	24	0	0	0	164	200	41	16	1	0	0
6925	2020-03-26	Б	3	52	76	24	11	4	14	40	42	74	8	7	66	64	63	15	48	9	38	78	75	10	72	2	71	21	2	99	12	1	321	57	3	0	75	28	0	0	116	25	1	0	0	65	22	6	1	0	0	204	178	45	4	0	0	0
6924	2020-03-25	Б	3	20	60	61	79	68	69	44	46	12	80	17	15	55	31	52	45	37	71	63	49	15	27	3	57	7	0	50	12	0	236	40	4	0	67	5	1	0	60	15	0	1	0	63	20	4	1	0	0	212	195	64	4	0	0	0
6923	2020-03-24	Б	1	16	73	65	8	12	14	42	56	23	39	22	29	49	18	61	9	52	35	31	58	6	20	1	92	11	0	88	9	0	297	69	1	1	47	15	1	0	60	19	0	0	0	58	17	1	0	0	0	168	184	25	7	0	0	0
6922	2020-03-23	А	3	1	80	21	78	7	22	16	46	35	56	72	53	24	61	60	62	57	14	55	6	23	28	5	55	26	0	54	8	0	266	54	3	0	64	15	1	0	83	6	0	0	0	95	30	9	0	0	0	226	230	25	9	0	0	0
6921	2020-03-22	Б	1	12	77	63	22	78	38	6	31	28	16	44	7	24	58	29	70	35	65	34	37	20	36	3	54	14	1	75	8	0	313	58	6	0	61	6	0	0	89	14	0	0	0	69	42	0	0	0	0	259	286	46	3	1	0	0
6920	2020-03-21	Б	1	37	27	30	54	8	63	31	18	50	20	15	47	21	29	4	53	13	58	34	60	12	28	2	70	33	2	121	21	0	369	83	4	0	109	19	2	0	119	37	13	0	0	107	64	20	0	0	0	197	298	138	11	6	0	0
6919	2020-03-20	Б	2	54	79	65	11	48	36	22	37	45	21	7	15	23	74	10	38	19	67	24	33	41	38	1	75	18	0	102	7	1	278	93	14	0	73	23	1	0	64	17	4	0	0	73	53	6	0	0	0	248	202	59	10	0	0	0
6918	2020-03-19	А	3	56	1	6	3	7	76	19	59	61	54	69	53	38	48	34	21	45	78	52	23	11	36	13	84	13	2	112	8	1	311	52	9	1	120	17	0	0	121	15	0	0	0	69	49	3	1	0	0	196	243	55	11	0	0	0
6917	2020-03-18	А	4	63	33	19	62	7	26	53	76	32	70	37	67	52	3	16	48	25	8	22	28	8	23	2	108	14	4	152	9	1	303	66	4	0	81	6	0	0	107	19	3	0	0	48	51	6	0	0	0	188	232	60	5	0	0	0
6916	2020-03-17	Б	4	23	67	45	37	34	28	30	40	29	63	57	72	25	48	6	55	56	15	51	66	9	44	6	113	23	0	140	15	0	381	63	13	0	105	13	1	0	130	37	8	0	0	77	38	3	0	0	0	332	289	51	10	1	0	0
6915	2020-03-16	Б	4	20	53	40	16	25	69	1	22	73	66	37	41	76	2	24	49	38	35	7	80	75	82	7	138	30	2	173	23	1	456	67	5	0	99	26	0	0	151	38	1	0	0	134	63	9	0	0	0	262	332	60	9	1	0	0
6914	2020-03-15	Б	1	54	26	47	16	23	41	31	15	72	78	62	76	25	8	32	65	56	30	34	77	7	74	0	116	31	2	135	17	0	368	66	6	1	85	22	2	0	113	22	2	0	0	124	71	5	0	0	0	339	227	58	3	0	0	0
6913	2020-03-14	Б	2	26	66	42	30	74	10	59	21	76	70	14	11	16	28	24	49	39	7	31	44	39	57	2	134	15	0	151	15	3	414	63	9	0	118	16	0	0	137	41	7	0	0	100	40	11	0	1	0	310	332	84	16	0	0	0
6912	2020-03-13	Б	1	23	74	12	16	79	5	8	68	39	20	4	76	77	53	38	6	75	25	41	21	10	72	9	146	19	2	254	34	3	487	143	8	0	143	17	2	0	207	46	9	1	0	156	54	11	0	0	0	249	345	106	7	0	0	0
6911	2020-03-12	А	4	17	69	38	9	50	63	39	26	46	16	4	5	45	75	10	2	55	52	33	14	12	57	4	158	33	2	172	43	1	537	168	27	0	146	20	4	0	204	38	4	0	0	133	72	5	0	0	0	257	442	121	26	1	0	0
6910	2020-03-11	Б	4	69	59	50	78	42	44	26	3	75	53	65	56	27	71	30	45	74	38	28	46	17	45	7	78	14	2	195	9	0	333	87	8	0	90	9	1	0	140	30	1	0	0	194	66	4	4	0	0	359	296	74	18	1	0	0
6909	2020-03-10	А	3	18	28	33	76	23	40	25	6	49	19	4	30	59	13	69	24	77	17	74	22	65	194	18	164	47	1	287	46	2	611	157	21	0	198	43	2	0	198	42	9	0	0	101	108	8	6	0	0	268	394	94	8	1	0	0
6908	2020-03-09	А	2	51	5	62	45	77	29	67	28	22	60	17	68	7	57	66	73	30	3	50	80	28	38	6	141	24	3	190	15	7	446	146	10	0	118	20	3	0	202	33	3	0	0	95	65	7	0	0	0	277	290	102	7	0	0	0
6907	2020-03-08	Б	3	63	67	35	72	68	14	57	58	13	26	32	60	48	24	79	56	27	45	42	23	22	33	0	80	10	0	100	9	1	322	112	7	1	81	12	4	0	114	19	3	0	0	176	50	7	0	0	0	329	246	58	6	0	0	0
6906	2020-03-07	А	1	76	37	24	1	14	23	58	9	70	11	51	64	34	46	72	27	13	33	18	66	10	60	3	140	23	6	183	21	0	525	68	7	0	97	18	1	0	131	26	2	0	0	183	64	5	2	0	0	426	279	68	6	0	0	0
6905	2020-03-06	А	4	28	59	40	58	18	35	10	71	12	70	19	9	29	42	52	3	27	33	45	17	13	171	10	170	34	2	233	35	3	523	129	9	0	177	33	3	0	235	47	11	1	0	101	75	23	1	0	0	259	543	139	17	0	0	0
6904	2020-03-05	Б	1	45	76	46	34	13	27	10	8	79	22	68	4	47	21	51	31	72	65	63	20	25	80	3	212	37	2	220	26	5	527	131	12	0	166	44	1	0	231	50	4	0	0	106	61	9	3	0	0	269	364	77	14	0	0	0
6903	2020-03-04	А	4	5	34	66	29	18	16	36	32	55	78	26	39	80	17	46	9	7	23	47	1	25	107	3	134	27	4	146	26	1	514	124	16	0	155	83	5	0	196	35	2	0	0	111	69	25	10	0	0	343	428	93	10	2	0	0
6902	2020-03-03	А	1	36	3	2	41	78	25	49	38	11	33	34	7	13	45	37	55	35	50	17	8	14	66	8	172	39	3	190	46	1	569	151	21	1	198	21	4	0	269	62	5	1	0	98	71	14	1	0	0	331	449	105	8	2	0	0
6901	2020-03-02	А	1	28	73	71	42	37	34	66	50	57	59	27	13	39	75	63	79	5	60	16	17	7	82	4	120	21	0	154	17	0	383	96	4	0	86	15	0	0	120	23	1	0	0	102	47	15	0	0	0	254	266	129	6	0	0	0
