Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6979	2020-05-19	А	4	55	41	4	24	59	70	72	29	33	15	37	79	65	10	30	28	25	51	71	22	12	65	17	108	34	1	155	28	0	398	122	4	0	121	23	0	1	133	29	2	1	0	99	39	15	0	0	0	192	326	36	4	0	0	0
6978	2020-05-18	Б	1	54	78	66	58	22	49	53	69	6	1	75	27	71	64	61	44	21	80	39	57	5	45	2	88	33	0	107	22	0	436	67	4	0	127	25	1	0	151	18	1	0	0	166	34	3	2	0	0	255	262	43	7	0	0	0
6977	2020-05-17	Б	3	20	25	72	63	10	1	49	11	3	74	57	23	55	29	7	12	53	56	31	62	3	54	15	110	13	2	117	15	1	351	81	6	1	159	20	1	0	108	17	3	0	0	99	38	15	3	0	0	222	351	39	7	2	0	0
6976	2020-05-16	А	1	62	73	20	31	11	29	26	48	5	3	75	72	49	61	2	59	79	43	24	7	7	80	2	98	49	5	128	26	0	497	295	8	0	138	40	2	0	127	23	10	0	0	101	90	7	2	0	0	274	369	66	4	11	0	0
6975	2020-05-15	А	1	27	80	30	66	73	65	11	22	14	74	57	64	29	18	59	45	75	19	50	60	10	28	3	82	11	1	104	16	0	267	62	7	0	87	12	1	1	123	19	5	0	0	119	47	20	0	0	0	333	198	57	3	1	0	0
6974	2020-05-14	А	1	17	19	32	78	36	27	29	45	18	58	64	23	53	59	79	52	16	66	73	80	2	44	3	102	19	1	118	7	0	318	58	6	0	121	15	1	0	144	41	5	0	0	84	35	4	0	0	0	272	236	45	20	0	0	0
6973	2020-05-13	Б	1	46	19	4	56	15	35	67	40	8	66	59	17	7	68	65	50	25	48	16	62	7	55	7	166	19	0	323	153	17	483	154	9	0	160	25	1	0	175	61	5	0	0	116	61	10	0	0	0	289	269	58	10	0	0	0
6972	2020-05-12	Б	3	41	72	2	52	71	35	53	59	48	20	63	46	42	74	15	16	75	73	3	49	11	41	2	92	30	1	93	20	0	321	62	3	1	69	10	1	0	104	15	11	0	0	95	72	9	0	0	0	270	223	47	13	0	0	0
6971	2020-05-11	А	4	46	11	17	73	2	29	58	37	50	6	18	56	5	40	69	34	63	8	3	75	9	68	2	76	28	3	186	41	1	301	69	15	0	143	36	0	0	186	41	12	0	0	64	81	12	2	0	0	185	277	65	13	0	0	0
6970	2020-05-10	Б	3	48	20	64	37	29	9	21	50	41	31	69	43	15	57	79	51	30	67	60	39	8	27	7	56	9	0	71	3	0	176	44	1	0	60	3	0	0	98	3	4	0	0	74	42	2	0	0	0	246	142	50	3	1	0	0
6969	2020-05-09	А	4	26	77	69	18	27	34	45	15	10	23	30	63	7	28	64	12	9	68	53	76	18	64	4	107	46	2	170	20	3	397	85	17	0	120	20	3	0	97	64	1	0	0	94	114	8	3	0	0	130	428	89	13	1	0	0
6968	2020-05-08	А	1	77	14	80	36	20	40	64	54	41	39	12	56	43	55	59	60	35	32	79	49	3	40	2	125	38	1	90	24	2	209	34	5	0	98	5	0	0	69	38	1	0	0	134	36	4	1	0	0	300	161	45	5	0	0	0
6967	2020-05-07	А	3	47	43	71	13	24	79	44	5	74	38	66	37	20	27	65	55	36	78	4	45	15	33	0	55	53	0	84	6	1	318	42	2	0	76	22	1	0	98	38	0	0	0	98	41	13	0	0	0	251	291	51	16	0	0	0
6966	2020-05-06	Б	3	56	60	79	52	80	66	14	33	46	11	54	49	10	72	43	27	45	29	28	24	3	47	0	72	8	1	122	22	3	236	46	1	0	57	8	0	0	89	12	0	0	0	114	24	4	3	0	0	233	244	59	8	1	0	0
6965	2020-05-05	А	2	64	42	17	67	24	54	63	76	13	21	46	65	12	6	26	36	9	45	75	52	14	38	0	107	9	1	120	8	1	242	45	5	0	83	8	2	0	73	17	2	0	0	117	44	3	2	0	0	219	224	54	9	0	0	0
6964	2020-05-04	Б	2	58	33	13	19	27	34	59	18	39	3	65	29	5	41	56	78	9	6	64	26	8	58	9	95	25	2	171	30	2	316	111	21	1	147	44	3	0	122	67	4	0	0	79	52	20	2	0	0	128	374	97	20	1	0	0
6963	2020-05-03	Б	4	60	17	50	28	30	21	19	34	52	78	76	79	59	13	69	48	77	16	24	55	14	18	10	48	13	0	78	9	0	267	63	3	0	75	23	11	0	77	11	2	0	0	89	24	14	1	0	0	245	258	69	14	0	0	0
6962	2020-05-02	Б	3	62	15	2	27	51	69	63	80	48	21	31	54	65	60	57	12	58	10	49	24	15	27	1	48	7	0	82	11	0	324	54	7	1	73	13	0	0	69	18	0	0	0	147	40	8	0	0	0	188	337	46	17	1	0	0
6961	2020-05-01	Б	4	16	48	54	77	36	56	47	3	61	63	78	39	52	8	20	27	24	76	65	70	3	30	1	54	9	0	64	15	0	182	26	5	0	54	11	0	0	102	16	1	0	0	105	20	4	1	0	0	275	207	67	6	0	0	0
6960	2020-04-30	А	2	36	61	12	54	16	42	3	71	68	21	25	29	1	22	37	24	59	63	67	55	16	62	7	59	22	0	147	19	0	420	93	6	0	142	25	3	0	161	40	3	0	0	54	51	14	1	0	0	170	329	103	9	1	0	0
6959	2020-04-29	А	1	17	27	78	31	74	60	39	72	30	38	77	35	59	58	52	34	28	10	20	43	9	40	4	76	35	2	111	21	0	284	63	3	0	84	6	1	0	97	24	2	0	0	112	41	4	0	1	0	273	231	49	3	0	0	0
6958	2020-04-28	Б	1	31	68	7	10	50	25	33	15	23	70	36	40	59	79	20	2	28	17	62	78	5	48	0	77	4	0	101	26	0	262	58	5	0	132	13	1	0	115	15	5	0	0	68	42	7	1	0	0	172	233	56	4	1	0	0
